symbol,market,timeframe,action,strength,confidence,entryTime,exitTime,holdBars,entry,exit,stopLoss,takeProfit,exitReason,rrPlanned,stopDistPct,plannedRisk,realizedRisk,riskKeepRatio,rGrossPlanned,rGrossRealized,rGross,costR,costRBase,rNet,tradeable
BA,US_STOCK,1D,SELL,moderate,58,1970-08-18T13:30:00.000Z,1970-08-21T13:30:00.000Z,3,0.4156379997730255,0.4444440007209778,0.437243,0.372428,gap_stop,2.0000000000000027,0.051980329064710624,0.021604999999999985,0.02160500022697448,1.0000000105056466,-1.3333025201551627,-1.3333025061479578,-1.3333025201551627,0.009619023368966114,0.009619023368966114,-1.3429215435241288,1
KO,US_STOCK,1D,BUY,strong,70,1970-08-18T13:30:00.000Z,1970-08-24T13:30:00.000Z,4,0.6927080154418945,0.72247,0.673921,0.72247,take_profit,1.9999999999999862,0.023361935533078172,0.01618300000000006,0.01878701544189454,1.1609105506948323,1.839089449305154,1.5841784263261416,1.839089449305154,0.021402336261567446,0.021402336261567446,1.8176871130435865,1
KO,US_STOCK,1D,BUY,strong,70,1970-08-25T13:30:00.000Z,1970-09-01T13:30:00.000Z,5,0.7395830154418945,0.7565100193023682,0.729434,0.773623,time_exit,3.3540250270962737,0.013722597447611777,0.010148999999999964,0.010149015441894504,1.0000015215188236,1.6678494295471173,1.6678468918866765,1.6678494295471173,0.036436250637594696,0.036436250637594696,1.6314131789095228,1
XOM,US_STOCK,1D,BUY,moderate,58,1970-08-26T13:30:00.000Z,1970-09-02T13:30:00.000Z,5,2.074218988418579,2.019531011581421,2.011,2.2006,time_exit,2.000000000000014,0.030469299699249445,0.0631999999999997,0.06321898841857898,1.0003004496610646,-0.8653160891955453,-0.8650561833584535,-0.8653160891955453,0.01640996035141289,0.01640996035141289,-0.8817260495469581,1
BA,US_STOCK,1D,SELL,strong,70,1970-09-01T13:30:00.000Z,1970-09-03T13:30:00.000Z,2,0.5308640003204346,0.555996,0.555996,0.4806,stop_loss,1.9999999999999956,0.04734169200554215,0.025132000000000043,0.025131999679565475,0.9999999872499377,-0.9999999872499377,-1,-0.9999999872499377,0.010561515206120357,0.010561515206120357,-1.010561502456058,1
KO,US_STOCK,1D,SELL,moderate,64,1970-09-17T13:30:00.000Z,1970-09-17T13:30:00.000Z,0,0.7434899806976318,0.743298,0.764277,0.743298,take_profit,0.009236542069561263,0.027958682080012877,0.020787,0.020787019302368148,1.0000009285788305,0.009235613490730826,0.009235604914743616,0.009235613490730826,0.017883532513052195,0.017883532513052195,-0.00864791902232137,1
XOM,US_STOCK,1D,SELL,moderate,58,1970-09-16T13:30:00.000Z,1970-09-17T13:30:00.000Z,1,2,2.023437976837158,2.0178,1.9029,gap_stop,5.455056179775335,0.008899999999999908,0.017799999999999816,0.017799999999999816,1,-1.3167402717504744,-1.3167402717504744,-1.3167402717504744,0.05617977528089946,0.05617977528089946,-1.3729200470313738,1
KO,US_STOCK,1D,BUY,moderate,64,1970-09-25T13:30:00.000Z,1970-10-02T13:30:00.000Z,5,0.7760419845581055,0.7903649806976318,0.751162,0.810175,time_exit,2,0.025347855388521374,0.019670999999999994,0.024879984558105472,1.2648052746736556,0.7281275044240949,0.5756834818798222,0.7281275044240949,0.01972553465909475,0.01972553465909475,0.7084019697650001,1
XOM,US_STOCK,1D,BUY,moderate,64,1970-09-30T13:30:00.000Z,1970-10-07T13:30:00.000Z,5,2.09375,2.195312976837158,2.0406,2.2001,time_exit,1.9981203007518842,0.025408955223880557,0.053199999999999914,0.05315000000000003,0.9990601503759421,1.9090785119766611,1.9108744466069265,1.9090785119766611,0.01967810150375943,0.01967810150375943,1.8894004104729016,1
DIS,US_STOCK,1D,BUY,moderate,58,1970-10-02T13:30:00.000Z,1970-10-09T13:30:00.000Z,5,0.6024330258369446,0.5915150046348572,0.569518,0.666337,time_exit,2,0.053571100215105166,0.032272999999999996,0.03291502583694461,1.0198935902130144,-0.3383020234278624,-0.3317032548044594,-0.3383020234278624,0.00933339054065232,0.00933339054065232,-0.3476354139685147,1
